workerId	tasktype	q1	q1correct	q1err	q2	q2correct	q2err	q3	q3correct	q3err	q4	q4correct	q4err	q5	q5correct	q5err	q6	q6correct	q6err	q7	q7correct	q7err	q8	q8correct	q8err	age	gender	educ	chartuse	stats	resource	race	enjoyment	preq1	preq2a	preq2b	preq3	prescore	totaltime
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	45	0	-45	0	1	0	95	0	-5	95	0	-5	20	0	15	10	0	10	45	0	40	20	0	-25	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	40	30	20	4	2	1456
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	70	0	-20	0	1	0	100	1	0	100	1	0	60	0	55	0	1	0	30	0	25	35	0	-10	25	female	bach	never	often	no	white	notatallEnjoyable	30	30	20	50	3	915
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	70	0	-20	1	0	1	90	0	-10	99	0	-1	5	1	0	1	0	1	10	0	5	35	0	-10	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1226
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	86	0	-4	96	0	96	98	0	-2	90	0	-10	25	0	20	10	0	10	15	0	10	50	0	5	18		bach	rarely	often	no	white	somewhatEnjoyable	25	30	20	20	3	903
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	95	0	5	0	1	0	100	1	0	100	1	0	95	0	90	0	1	0	95	0	90	68	0	23	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	25	33	35	0.5	1	2162
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	70	0	-20	0	1	0	100	1	0	100	1	0	20	0	15	5	0	5	10	0	5	35	0	-10	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	33.34	80	2	2800
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	70	0	-20	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	30	0	-15	25	female	bach	never	often	no	white	notatallEnjoyable	25	30	24	80	2	776
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	65	0	-25	1	0	1	70	0	-30	68	0	-32	20	0	15	2	0	2	30	0	25	30	0	-15	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	25	30	20	50	4	2640
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	50	0	-40	5	0	5	95	0	-5	98	0	-2	20	0	15	2	0	2	15	0	10	25	0	-20	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	25	30	20	50	4	1335
0dsl92h08ugdx2lbl278a7nwmirqbbp99vdi7fx8fwnbut8olxr	rc_np	75	0	-15	60	0	60	100	1	0	99	0	-1	5	1	0	1	0	1	35	0	30	35	0	-10	25	female	other	rarely	often	no	white	moderatelyEnjoyable	25	30	20	50	4	3165
whv06mhyegsdqm2bs39i6yldinzacx9ozyovgun4mlkq0yhkt9	rd_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	female	grad	sometimes	sometimes	no	white	moderatelyEnjoyable	25	30	20	50	4	1174
yzvp4kwer6dip12y6qezy3nmi66bm7vfbep3y67059jlgn6zuxr	rc_np	95	0	5	95	0	95	100	1	0	100	1	0	3	0	-2	5	0	5	2	0	-3	45	1	0	25	male	high	sometimes	sometimes	no	white	moderatelyEnjoyable	8	30	20	19	2	1467
gm8oo0d34wlq680tfo85jnhfrraz225gdxbcj4q6zdl1munmi	rc_np	50	0	-40	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	10	0	5	25	0	-20	25	female	grad	never	veryoften	no	white	somewhatEnjoyable	40	30	23	50	2	970
rixaulk76fge7fzbv6bm4pldilwdea6xrbe52foj9tls2oi529	rd_np	30	0	-60	50	0	50	100	1	0	0	0	-100	70	0	65	0	1	0	5	1	0	25	0	-20	25	female	high	rarely	veryoften	no	white	slightlyEnjoyable	25	30	20	50	4	1018
r1on4x3ad19zhznx31gz7u8frjq1px0avmjsw2ohnzr8z7iudi	rc_np	75	0	-15	10	0	10	90	0	-10	90	0	-10	20	0	15	10	0	10	35	0	30	80	0	35	25	male	bach	never	veryoften	no	white	notatallEnjoyable	25	30	20	0.5	3	3506
ukmdb7h5rwhc85766e6ogvic3z6h2vapm2vj80ro78z4obt9	rc_np	50	0	-40	2	0	2	80	0	-20	75	0	-25	5	1	0	5	0	5	10	0	5	25	0	-20	18	female	high	rarely	often	no	white	extremelyEnjoyable	10	30	20	50	3	1343
uf930zn9zfveh876ih2qk6gvijdmhhxxh22dvqctya8yjbgldi	rc_np	95	0	5	5	0	5	100	1	0	100	1	0	25	0	20	0	1	0	0	0	-5	85	0	40	35	female	high	never	veryoften	no	white	notatallEnjoyable	25	30	14	4	2	969
n5a50wxir2qi4lix5iv0a4i878ix5xm4s5tcwqe8le2n8kt9	rd_np	55	0	-35	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	25	0	20	25	0	-20	25	female	high	rarely	veryoften	no	white	moderatelyEnjoyable	25	30	20	50	4	1534
urrn8zm1q6biw60xcdxu8r529cffrbxvemmtfbrzo18ic9dx6r	rd_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	female	high	sometimes	often	no	white	somewhatEnjoyable	25	30	20	75	3	2609
217yqze545fa4sk8wx2p22o6rixi0oste11qvc0p2rcsfhto6r	rd_np	30	0	-60	0	1	0	90	0	-10	80	0	-20	20	0	15	20	0	20	50	0	45	25	0	-20	25	male	bach	rarely	often	no	white	slightlyEnjoyable	25	30	23	4	2	2682
0li49u976fdfd94uycqhddkj4ift7f5usf46ko5q3mc64a0dx6r	rc_np	65	0	-25	40	0	40	35	0	-65	45	0	-55	50	0	45	60	0	60	50	0	45	65	0	20	25	male	bach	sometimes	sometimes	no	white	moderatelyEnjoyable	60	40	25	30	0	1806
lyy2zgb23onhkami84bvb1emijw3fxvy1jxj1kme3hztrqw7b9	rc_np	75	0	-15	0	1	0	100	1	0	100	1	0	20	0	15	0	1	0	40	0	35	50	0	5	25	female	bach	rarely	veryoften	no	white	slightlyEnjoyable	20	30	23	20	1	1271
rbzkrw7lm86yrf7jnnw0fi5299dqsd6r2akigzl5yfvgcwstt9	c_np	50	0	-40	40	0	40	60	0	-40	60	0	-40	25	0	20	30	0	30	40	0	35	40	0	-5	25	male	high	rarely	veryoften	no	white	slightlyEnjoyable	70	30	60	40	1	436
1fv69vn4xzowgbf3tmirrizfrcnt0fxj4edpqxu01v1ispp66r	c_np	30	0	-60	40	0	40	20	0	-80	15	0	-85	20	0	15	15	0	15	12	0	7	15	0	-30	35	female	high	rarely	veryoften	no	white	somewhatEnjoyable	25	25	12	50	2	570
d86vblam8ri7o215vn7rmgqfrt84unpdpgrzoyb9bb9c3ow29	c_np	97	0	7	1	0	1	99	0	-1	99	0	-1	2	0	-3	1	0	1	1	0	-4	95	0	50	25	male	high	sometimes	often	no	white	slightlyEnjoyable	25	30	20	45	3	
7pbsbxm1hyhbup0g6euj1c3di3xqtiufznnog1h19zy1cbx1or	c_np	5	0	-85	20	0	20	70	0	-30	50	0	-50	40	0	35	20	0	20	40	0	35	40	0	-5	25	male	bach	sometimes	often	no	white	moderatelyEnjoyable	20	25	12	5	0	724
x4yu86iamljawqb8o7irizfrb0tmsr1c7c4r6y4c4smh4obt9	c_np	10	0	-80	2	0	2	30	0	-70	20	0	-80	15	0	10	50	0	50	40	0	35	8	0	-37	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	40	35	40	20	0	695
42qijd7lb9ji709lmk41hjv2t9r3ypbt44qnajk5w1vnuwka9k9	c_np	50	0	-40	10	0	10	40	0	-60	20	0	-80	10	0	5	5	0	5	20	0	15	30	0	-15	18	male	high	never	veryoften	no	hispanic	notatallEnjoyable	25	30	24	20	2	641
mnr0f24611918mbwbhaaif6rphub6ye7eazkp83uj3ozme7b9	c_np	20	0	-70	5	0	5	12	0	-88	21	0	-79	43	0	38	10	0	10	43	0	38	15	0	-30	25	male	grad	veryoften	often	no	white	slightlyEnjoyable	33	30	23	4	1	375
apclkbcv9aa6d4b09q8mcs1yviaolm9l6imttdzmxs7x6lns714i	c_np	50	0	-40	5	0	5	95	0	-5	90	0	-10	10	0	5	5	0	5	25	0	20	25	0	-20	25	male	high	rarely	veryoften	no	white	moderatelyEnjoyable	25	30	20	50	4	822
x3qjaug56iod2wwrum7ycik9vl1c2kyyzkpo9210jfesqyqfr	c_np	70	0	-20	20	0	20	75	0	-25	50	0	-50	40	0	35	60	0	60	40	0	35	50	0	5	25	female	bach	never	veryoften	no	white	notatallEnjoyable	25	30	45	20	2	797
10ids6ikrez095u868tb0m5cdisj8bgyowe1i03ywwy9oei2j4i	c_np	2	0	-88	1	0	1	3	0	-97	4	0	-96	2	0	-3	4	0	4	3.5	0	-1.5	2.5	0	-42.5	35	female	high	never	veryoften	no	white	moderatelyEnjoyable	25	3	12	25	1	961
ucpxcjq13cotzocnujiyeqaor7l8n6cbp28j88zpsurmsnpzaor	c_np	70	0	-20	2	0	2	100	1	0	100	1	0	15	0	10	2	0	2	35	0	30	35	0	-10	25	male	high	rarely	veryoften	no	white	moderatelyEnjoyable	25	30	20	50	4	972
hiw7d3qh64n3n0p0r2nkoi529lgxf6oce0kmwkb20hacgwg66r	c_np	30	0	-60	40	0	40	70	0	-30	80	0	-20	80	0	75	60	0	60	20	0	15	20	0	-25	18	female	high	never	often	no	white	notatallEnjoyable	25	30	20	10	3	908
tno1klqyuxynrxjou44jwcdi4jnrgmkai3vcfummsi05c7syvi	c_np	68	0	-22	5	0	5	95	0	-5	98	0	-2	15	0	10	1	0	1	68	0	63	25	0	-20	25	female	bach	often	sometimes	no	white	somewhatEnjoyable	25	30	20	50	4	995
0v00hzjwsb1s8skwmgfjb2csoroadksl3qewn54ut2kk7arwwmi	c_np	70	0	-20	5	0	5	100	1	0	100	1	0	10	0	5	0	1	0	0	0	-5	45	1	0	55	male	bach	sometimes	often	no	white	slightlyEnjoyable	25	30	20	5	3	1103
s2w6knmbt1n1c0a5tuqqzd7vian6vvatp9f1b5a3hkiqz1tt9	c_np	50	0	-40	0	1	0	100	1	0	100	1	0	30	0	25	0	1	0	20	0	15	25	0	-20	25	female	high	rarely	veryoften	no	white	notatallEnjoyable	40	30	40	10	1	899
2a946v2hercpspadzzop52vs4i4futs1mgdfo2ap6ssy1bz3q5mi	c_np	92	0	2	1	0	1	99	0	-1	99	0	-1	15	0	10	1	0	1	12	0	7	35	0	-10	45	male	grad	rarely	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1217
mqm14686tnpmkn4i7zxagu8fro62u2k5kajf6b0ilg6jx4unmi	c_np	95	0	5	1	0	1	99	0	-1	99	0	-1	5	1	0	1	0	1	5	1	0	90	0	45	25	male	grad	often	rarely	no	white	moderatelyEnjoyable	25	25	20	50	3	400
mz28h1tq32fohud66tjawnrk91zqa1hygtm5p7rr7i2kdcmcxr	c_np	20	0	-70	20	0	20	50	0	-50	20	0	-80	20	0	15	10	0	10	10	0	5	10	0	-35	35	male	bach	rarely		no	white	slightlyEnjoyable	40	30	22	20	1	1270
u29isu64c7xrtqefqhb8olxrllgbyif6us2wp12pcoavsfw29	c_np	50	0	-40	1	0	1	99	0	-1	99	0	-1	5	1	0	5	0	5	25	0	20	50	0	5	35	male	grad	rarely	often	no	white	moderatelyEnjoyable	25	30	20	50	4	432
4mbu3s2gitd93y29hl7pl4ygb9cjyxouadv5o5d0phq29h33di	c_np	50	0	-40	10	0	10	80	0	-20	75	0	-25	20	0	15	15	0	15	15	0	10	15	0	-30	25	male	bach	rarely	often	no	white	somewhatEnjoyable	20	30	20	8	2	1326
l7pp3yi0yg3o46nhk9l01wcdi6kt59gsxsbrueb59ezh3rkvs4i	c_np	90	1	0	10	0	10	100	1	0	100	1	0	40	0	35	10	0	10	25	0	20	70	0	25	25	male	bach	never	often	no	asian	moderatelyEnjoyable	25	35	20	50	3	1452
a1nzhvj8h64p5cbpyas3ba9k9axpptkkictebo12xkb3th85mi	c_np	20	0	-70	10	0	10	40	0	-60	25	0	-75	20	0	15	40	0	40	45	0	40	25	0	-20	55	female	other	rarely	veryoften	no	white	notatallEnjoyable	25	30	22	5	2	1195
poui5mj5z4gygj0coxr49rudi7bemgccr3jwav5eotxlvyxecdi	c_np	50	0	-40	50	0	50	50	0	-50	50	0	-50	50	0	45	50	0	50	50	0	45	50	0	5	18	female	high	rarely	veryoften	no	white	notatallEnjoyable	10	30	11	5	1	1681
hwkh3ibpb40omkitore8kt9q0085jcnnws7u048ri3kutyb9	c_np	5	0	-85	15	0	15	22	0	-78	65	0	-35	30	0	25	25	0	25	3	0	-2	42	0	-3	25	female	bach	sometimes	often	no	white	notatallEnjoyable	20	3	23	4	0	
axsy35wszyj50rx8laahpk3xrmej1t5zzvm1mwgw2h4qaaif6r	c_np	30	0	-60	10	0	10	30	0	-70	20	0	-80	70	0	65	20	0	20	80	0	75	80	0	35	35	female	high	rarely	veryoften	no	white	slightlyEnjoyable	20	25	23	10	0	1042
6lnv4sjpw0owbdt44ve0dd95296kuf2ozj3u9o0w70e30zjb57b9	c_np	80	0	-10	10	0	10	95	0	-5	90	0	-10	35	0	30	5	0	5	30	0	25	40	0	-5	35	female	grad	rarely	often	no	white	somewhatEnjoyable	25	30	20	4	3	1815
m5c1ot8qviy2o61fu4yzj8aor1hi2j1niacoew4awip98x2mx6r	c_np	50	0	-40	0	1	0	70	0	-30	90	0	-10	0	0	-5	50	0	50	25	0	20	25	0	-20	45	female	high	sometimes	veryoften	no	white	notatallEnjoyable	10	25	45	1	0	1739
cig62k3d4gkp434gkvxab57b90ot6hbjgi3trzuhvqj2gumobt9	c_np	30	0	-60	0	1	0	50	0	-50	80	0	-20	40	0	35	10	0	10	20	0	15	20	0	-25	18	female	high	rarely	veryoften	no	white	notatallEnjoyable	10	30	24	20	1	904
7koip93syn4kvfn2018ht1emi1wty0j3r6pam9gf2vhxopf1or	c_np	80	0	-10	5	0	5	100	1	0	100	1	0	30	0	25	5	0	5	30	0	25	80	0	35	18	female	high	rarely	veryoften	no	white	somewhatEnjoyable	4	30	20	4	2	1572
o9a42zqp69681b1nf21x4unmity8tyil45nok0gkhy0oaxxbt9	c_np	70	0	-20	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	25	female	bach	sometimes	often	no	hispanic	slightlyEnjoyable	10	30	23	20	1	1386
j5liyrxcft4dl41cskittke2958omyvc79wmt1yqh0r22r19k9	c_np	100	0	10	10	0	10	10	0	-90	10	0	-90	10	0	5	10	0	10	19	0	14	100	0	55	25	female	high	never	veryoften	no	white	slightlyEnjoyable	25	30	20	50	4	1975
4migd2izie5ecsvyzb0rhk6gviwxop7tvbf4goa0j0cdxb0rudi	c_np	25	0	-65	5	0	5	90	0	-10	10	0	-90	45	0	40	15	0	15	10	0	5	20	0	-25	35	male	bach	rarely	often	no	white	extremelyEnjoyable	25	30	23	15	2	2118
j3p4ehjk3134eqoiet1n61oridonn2ctpyr5z0h2dcfy9zfr	c_np	90	1	0	10	0	10	100	1	0	100	1	0	90	0	85	10	0	10	10	0	5	10	0	-35	25	male	high	never	often	no	white	somewhatEnjoyable	15	30	15	15	1	391
7m4guwb2tyypca2obnp6ab57b9le5ezec1xjzml46m8d140wwmi	c_np	49	0	-41	51	0	51	49	0	-51	51	0	-49	49	0	44	51	0	51	49	0	44	51	0	6	55	female	grad	sometimes	sometimes	no	white	slightlyEnjoyable	25	30	23	23	2	2270
hpw7vzr7wqxdo2295c7syvimkpnea5am7x9sfuvmkhvndn29	c_np	70	0	-20	5	0	5	95	0	-5	99	0	-1	55	0	50	1	0	1	15	0	10	50	0	5	45	male	bach	sometimes	sometimes	no	white	extremelyEnjoyable	25	30	20	4	3	1491
354mipq8ea9a3we6m0obh5b3xrq3x62xjy2svpyn0djglc2qpvi	c_np	50	0	-40	50	0	50	50	0	-50	50	0	-50	25	0	20	52	0	52	50	0	45	50	0	5	25	male	bach	sometimes	sometimes	no	black	extremelyEnjoyable	10	30	20	0.5	2	777
gv9aw78os0oezqkb99p6z85mie2jrgd3ak91emis8omps4z33di	c_np	40	0	-50	0	1	0	100	1	0	100	1	0	40	0	35	0	1	0	0	0	-5	60	0	15	45	female	bach	sometimes	veryoften	no	white	moderatelyEnjoyable	25	30	31	75	2	2636
o557e57jpg56f9qdnrcf2yb9vw2o4wuyocqvczwiwbj8rrudi	c_np	20	0	-70	5	0	5	100	1	0	100	1	0	0	0	-5	1	0	1	98	0	93	10	0	-35	45	female	high	never	often	no	white	somewhatEnjoyable	40	37	40	33	0	2537
ka7d540qk57siaxbjmlxo5hfrcg1518srop9vt9nx65zy3nmi	c_np	50	0	-40	10	0	10	90	0	-10	100	1	0	10	0	5	0	1	0	20	0	15	80	0	35	35	female	high	sometimes	veryoften	no	white	somewhatEnjoyable	25	30	20	50	4	956
drmty8a2hxvkl9o02l1dlhaor69676xapmfhv3xj3r5pkchaor	c_np	70	0	-20	95	0	95	99	0	-1	0	0	-100	0	0	-5	0	1	0	30	0	25	30	0	-15	25	male	grad	sometimes	often	no	hispanic	moderatelyEnjoyable	10	30	23	20	1	1315
rjljmkgwjzvr747c90nukgldi2gwi0khwn8ou76o8r5898s38fr	c_np	30	0	-60	25	0	25	32	0	-68	20	0	-80	53	0	48	24	0	24	58	0	53	43	0	-2	45	male	grad	rarely	veryoften	no	white	slightlyEnjoyable	50	20	35	10	0	2361
bntnt3jhkbywfke7uvlhni2j4idhqcrmtjd53hx24pt6tf7jh5mi	c_np	10	0	-80	10	0	10	15	0	-85	15	0	-85	15	0	10	20	0	20	20	0	15	20	0	-25	45	male	high	never	veryoften	no	white	notatallEnjoyable	50	25	40	10	0	2279
1xrmcosc9mxk18iymg0d3ac3dimurqie51fhhix4g2fkpm0a4i	c_np	25	0	-65	15	0	15	75	0	-25	80	0	-20	33	0	28	1	0	1	10	0	5	12	0	-33	18	male	bach	veryoften	rarely	no	white	somewhatEnjoyable	25	30	20	50	4	1932
kyw9lykxe0xlcg5zlicf2yb97q6cxipqxf8oqvzwab66jvpldi	c_np	60	0	-30	5	0	5	95	0	-5	95	0	-5	50	0	45	5	0	5	30	0	25	30	0	-15	35	female	high	sometimes	often	no	native	somewhatEnjoyable	10	50	33	20	0	1420
qrdhflhzww8jngfyzwhmvaemi1irim3txgq6ti5c12tjjmm42t9	c_np	10	0	-80	5	0	5	80	0	-20	80	0	-20	30	0	25	10	0	10	40	0	35	20	0	-25	35	female	bach	never	often	no	white	slightlyEnjoyable	10	30	30	1.6	1	777
5dxs6nyjaqagvut1oclexywrk9o2oo86viqjyr4ufn84vswz5mi	c_np	65	0	-25	5	0	5	70	0	-30	95	0	-5	20	0	15	1	0	1	12	0	7	33	0	-12	25	male	bach	veryoften	often	no	black	moderatelyEnjoyable	25	30	20	50	4	863
hwkh3ibpb40omkitore8kt9q0085jcnnws7u048ri3kutyb9	c_np	5	0	-85	15	0	15	22	0	-78	65	0	-35	30	0	25	25	0	25	3	0	-2	42	0	-3	25	female	bach	sometimes	often	no	white	notatallEnjoyable	20	3	23	4	0	
hfw9he8zgusng0xlkignfjemi425sylv7e63mt75k3wlr4ibe29	c_np	50	0	-40	0	1	0	100	1	0	100	1	0	10	0	5	1	0	1	20	0	15	20	0	-25	25	male		never	veryoften	no	white	moderatelyEnjoyable	25	30	23	50	3	3107
0fr5yah8l653ynbs8oq4bihpvie3ouf0uzb3ng42oi2icgv0wwmi	c_np	32	0	-58	15	0	15	78	0	-22	78	0	-22	39	0	34	19.5	0	19.5	27.5	0	22.5	43	0	-2	35	male	bach	rarely	often	no	white	notatallEnjoyable	10	33	21	4	0	1180
8ey3kjiw4gqxxj0vx0njw0zfr58klldorjx96k08q96nlq8h0k9	c_np	45	0	-45	3	0	3	78	0	-22	67	0	-33	56	0	51	9	0	9	17	0	12	55	0	10	18	female	high	rarely	veryoften	no	white	notatallEnjoyable	10	30	22	20	1	1004
23fe8ro5aawer6mweuv88bbj4ih8c9g7c33ke35r2b7z8woecdi	c_np	15	0	-75	10	0	10	45	0	-55	20	0	-80	12	0	7	20	0	20	15	0	10	10	0	-35	35	female	high	rarely	veryoften	no	white	somewhatEnjoyable	25	30	45	15	2	798
7m3vicodd05umbali5r7m34n292bn7o179yorapz3g4xydpzm2t9	c_np	25	0	-65	1	0	1	99	0	-1	50	0	-50	5	1	0	30	0	30	100	0	95	50	0	5	25	male		rarely	rarely	no	white	moderatelyEnjoyable	25	60	50	35	1	585
lsha59vglxzuwz2grs5rk9wf0mnuetrc4us58iq5y8vkj4i	c_np	25	0	-65	85	0	85	85	0	-15	95	0	-5	80	0	75	95	0	95	5	1	0	20	0	-25	35	female	grad	sometimes	sometimes	no	asian	moderatelyEnjoyable	25	30	20	50	4	1558
ua02oqbj7vw8iljvs12nsif6rb6ejfanhn3jrmmd6bhxc8wu3di	c_np	70	0	-20	8	0	8	95	0	-5	98	0	-2	15	0	10	2	0	2	8	0	3	35	0	-10	45	male	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	23	80	2	2222
vc2plfui90zl841d12v9m5cdiwkbewkukzu7nmhl2jks9ejyvi	c_np	50	0	-40	20	0	20	90	0	-10	40	0	-60	40	0	35	80	0	80	10	0	5	15	0	-30	45	female	bach	often	sometimes	no	other	moderatelyEnjoyable	10	15	24	20	0	3399
j2872h2x6eu6g8ajmlb8uayvid9zeqzg59b5sqocikfenrk9	c_np	35	0	-55	15	0	15	80	0	-20	100	1	0	25	0	20	5	0	5	10	0	5	15	0	-30	35	male	high	rarely	often	no	white	notatallEnjoyable	30	30	20	20	2	2821
1j3lubpakpkb6tyqk4dl8r529zlmqrdhxte4ikzcs69g6cg14i	c_np	50	0	-40	10	0	10	30	0	-70	30	0	-70	20	0	15	40	0	40	20	0	15	25	0	-20	35	male	grad	often	rarely	no	white	extremelyEnjoyable	30	10	3	10	0	870
h4yocj3dhs2idw2a21jlwhfrm43ounnmpshrknqaa4t18xgvi	c_np	30	0	-60	10	0	10	80	0	-20	30	0	-70	25	0	20	10	0	10	5	1	0	50	0	5	18	female	high	never	veryoften	no	white	slightlyEnjoyable	15	35	60	5	0	
7xzxp7epvjr0i5y59q24holxrx3fgj4wp29apbsa0q9osqncdi	c_np	50	0	-40	50	0	50	100	1	0	60	0	-40	100	0	95	50	0	50	75	0	70	50	0	5	25	female	high	rarely	often	no	black	extremelyEnjoyable	80	50	10	30	0	1366
jbywlwv2ncuiwj673zbrwl8frdj2euhlmgfjl3mh1n3rztzkt9	c_np	70	0	-20	50	0	50	80	0	-20	65	0	-35	50	0	45	60	0	60	55	0	50	75	0	30	25	male	bach	never	veryoften	no	white	moderatelyEnjoyable	10	30	20	4	2	1047
jbk2eu88c9enqpbumkt9pmn296p5igvi49vct3evxafcknpnwmi	c_np	30	0	-60	5	0	5	85	0	-15	75	0	-25	10	0	5	10	0	10	40	0	35	30	0	-15	25	male	bach	rarely	often	no	white	somewhatEnjoyable	25	30	20	30	3	2079
gt5m09odpg4p142w8irkep14irmofe95rn3emvc72e3g8yf1or	c_np	80	0	-10	10	0	10	80	0	-20	100	1	0	20	0	15	40	0	40	30	0	25	60	0	15	18	female	bach	rarely	often	no	white	slightlyEnjoyable	25	30	20	50	4	2204
jobbxovihnch6ackwt8en4s4i7t45nwftatv6ui9rqzd1gu8fr	c_np	20	0	-70	10	0	10	80	0	-20	70	0	-30	5	1	0	20	0	20	20	0	15	70	0	25	25	female	grad	never	often	no	asian	notatallEnjoyable	10	30	25	10	1	1270
a0qf8gq5a09xh38tjnrkymn29qnskqznsb2qifqtd4p8k6gvi	c_np	20	0	-70	5	0	5	75	0	-25	100	1	0	50	0	45	10	0	10	10	0	5	25	0	-20	45	male	high	never	veryoften	no	white	slightlyEnjoyable	10	30	21	20	1	640
f6q59bfz521e9mz55rbj1nhfrbpik7s2wkcahvyo1jeds1nhfr	d_p	10	0	-80	5	0	5	80	0	-20	40	0	-60	20	0	15	50	0	50	30	0	25	20	0	-25	45	male	grad	sometimes	sometimes	no	white	somewhatEnjoyable	25	30	20	50	4	775
hssn1po7i7h8rmavy7bonu3dix2vbwkqswsc6ggml0d77am7vi	c_p	95	0	5	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	25	0	20	25	0	-20	45	female	bach	rarely	often	no	white	somewhatEnjoyable	25	30	20	50	4	1166
i13bhpirbva7ehvkzqrw45cdikzde3bd1ydkiio05c5egynwmi	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	25	30	20	55	3	3204
ej8qksdpngsyrernqjhwoecdift7stvzeioug5hhab8uns714i	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5		male	high	never	veryoften	no	white	notatallEnjoyable	33.333	30	20	95	2	1619
j5r5a750it7km6esl23ej0pb94ckndd7cqltyqko24k8podpldi	d_p	80	0	-10	0	1	0	100	1	0	99	0	-1	0	0	-5	0	1	0	0	0	-5	100	0	55	35	female	bach	rarely	veryoften	no	white	slightlyEnjoyable	10	30	12	4	1	1637
glvoctwrrw7kuurzekjvjwcdiead3nl26end9aprt6k211t6gvi	c_p	0	0	-90	80	0	80	60	0	-40	100	1	0	100	0	95	0	1	0	0	0	-5	0	0	-45	25	male	bach	rarely	veryoften	no	white	somewhatEnjoyable	25	30	23	80	2	898
nbxwk051es4lg1obtvtq5xw290iv2v8849hd5lsescnuqc15rk9	d_p	9	0	-81	0	1	0	19	0	-81	19	0	-81	1	0	-4	2	0	2	8	0	3	8	0	-37	35	female	high	never	veryoften	no	black	somewhatEnjoyable	30	30	24	4	1	1788
7ybdfwqfgc4mpouwzq3bx1oruqwabkncl3msyfddbod5nrk9	d_np	50	0	-40	0	1	0	0	0	-100	100	1	0	10	0	5	0	1	0	50	0	45	20	0	-25	18	female	high	rarely	veryoften	no	black	notatallEnjoyable	25	30	20	50	4	1117
fg0fzl0oujn1bxerqbna02j4iexn66yie8rhjhe3b4zy5fp3nmi	d_np	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	55	female	high	rarely	veryoften	no	white	somewhatEnjoyable	30	30	24	95	1	1783
338xezfomuoati81vrq9f6rxl04v3laxhrbr8ywv0e1giudi	d_p	95	0	5	2.3	0	2.3	100	1	0	100	1	0	2.3	0	-2.7	0	1	0	2.3	0	-2.7	47.5	0	2.5	55	female	other	rarely	often	no	white	moderatelyEnjoyable	10	30	20	50	3	
ivjeh6x7r7g1kaobss6im5cdi7qstvofm9i890re91uubaz6w29	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	35		grad	rarely	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1562
5jdgls3hyrkjlpsacgcfcx47vi2luoluvp49ua978q1j57t1q0k9	d_np	70	0	-20	0	1	0	75	0	-25	75	0	-25	25	0	20	35	0	35	60	0	55	15	0	-30	25	female	bach	never	often	no	white	slightlyEnjoyable	10	30	20	4	2	1021
be1fta6uq0p1nfqcx429o7ds4ibcqg5ksmpppdg4thwely2e29	d_np	50	0	-40	0	1	0	100	1	0	100	1	0	5	1	0	5	0	5	45	0	40	5	0	-40	25	female	bach	often	sometimes	no	white	somewhatEnjoyable	25	30	20	50	4	1005
