workerId	tasktype	q_num	q_ans	guess	correct	err	age	gender	educ	chartuse	stats	resource	race	enjoyment	prescore	totaltime
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	1	90	26	0	-64	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	2	0	13	0	13	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	3	100	35	0	-65	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	4	100	30	0	-70	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	5	5	30	0	25	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	6	0	30	0	30	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	7	5	30	0	25	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
pxf7lcw9oad9z3azl11bdquxr3am9d6e7kyhjktkvq54auzyqfr	rd_np	8	45	30	0	30	25	female	bach	often	often	no	black	somewhatEnjoyable	0	1445
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	1	90	90	1	0	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	2	0	30	0	30	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	3	100	90	0	-10	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	4	100	100	1	0	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	5	5	60	0	55	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	6	0	0	1	0	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	7	5	10	0	5	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
mi3j4ethauizw7bueda2it3xr3vn05l7rw2tyx5q8bycunxw29	rd_np	8	45	20	0	0	35	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1555
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	1	90	70	0	-20	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	2	0	2	0	2	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	3	100	100	1	0	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	4	100	90	0	-10	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	5	5	15	0	10	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	6	0	5	0	5	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	7	5	15	0	10	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
3t79t42hzdle4l9hb2p5zmpldix7przsfnvohialqcl6ktvs4i	rd_np	8	45	15	0	5	18	female	high	sometimes	often	no	white	notatallEnjoyable	3	890
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	1	90	70	0	-20	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	2	0	1	0	1	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	3	100	99	0	-1	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	4	100	99	0	-1	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	5	5	15	0	10	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	6	0	1	0	1	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	7	5	5	1	0	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
wi0xa93eylk88mappy7vz33di6ulrnskwebruid3v0k3pduz0k9	rc_np	8	45	35	0	1	25	male	bach	rarely	often	no	white	slightlyEnjoyable	4	1757
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	1	90	60	0	-30	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	2	0	0	1	0	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	3	100	100	1	0	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	4	100	100	1	0	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	5	5	15	0	10	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	6	0	0	1	0	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	7	5	15	0	10	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
3vmy2k8jz99376soei3bygy14i01rnde1insrhr42igm12ygy14i	rd_np	8	45	30	0	0	35	male	bach	rarely	often	no	white	notatallEnjoyable	1	1094
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	1	90	10	0	-80	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	2	0	25	0	25	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	3	100	50	0	-50	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	4	100	20	0	-80	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	5	5	50	0	45	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	6	0	25	0	25	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	7	5	25	0	20	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
6gc4sdy8cha8smq0n57txrbe29sv8cewzos448fw4u06civn29	rd_np	8	45	25	0	25	25	female	high	never	veryoften	no	white	notatallEnjoyable	0	851
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	1	90	90	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	2	0	0	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	3	100	100	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	4	100	100	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	5	5	5	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	6	0	0	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	7	5	5	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
t9xu6e7bdokxyujwbcnpcik957edwhdk0b0z3ea1xky3yaxlxr	rd_np	8	45	45	1	0	35	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	3	2014
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	1	90	5	0	-85	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	2	0	5	0	5	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	3	100	25	0	-75	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	4	100	50	0	-50	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	5	5	40	0	35	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	6	0	60	0	60	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	7	5	40	0	35	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
xtfwg3uzxibnzep5m2yl7syviwjlsdds52gtgkpf807fogvi	rc_np	8	45	20	0	60	25	male	high	never	veryoften	no	white	slightlyEnjoyable	2	1253
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	1	90	78	0	-12	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	2	0	34	0	34	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	3	100	87	0	-13	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	4	100	88	0	-12	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	5	5	4	0	-1	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	6	0	89	0	89	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	7	5	87	0	82	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
lm9e0jx8873fzq9zxsj68ncdi6jyavx9f1c30679jwioyfogvi	rc_np	8	45	79	0	89	35	female	high	never	veryoften	no	black	moderatelyEnjoyable	0	1412
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	1	90	20	0	-70	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	2	0	10	0	10	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	3	100	75	0	-25	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	4	100	10	0	-90	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	5	5	20	0	15	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	6	0	50	0	50	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	7	5	10	0	5	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
oha2gi0uufars4lpat8ykqpvi6ofv6aabso6wpxfj1i9mivbo6r	rd_np	8	45	10	0	50	25	male	grad	veryoften	rarely	no	white	moderatelyEnjoyable	0	377
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	1	90	45	0	-45	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	2	0	0	1	0	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	3	100	95	0	-5	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	4	100	95	0	-5	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	5	5	20	0	15	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	6	0	10	0	10	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	7	5	45	0	40	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
gngmiixna68n5g56b4bzkt9670atyp2zb19kdddrbp8axajor	rd_np	8	45	20	0	10	35	female	bach	rarely	often	no	asian	moderatelyEnjoyable	2	1456
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	1	90	70	0	-20	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	2	0	0	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	3	100	100	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	4	100	100	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	5	5	60	0	55	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	6	0	0	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	7	5	30	0	25	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
q209rfm5nr7ls1rsig2satt90xppgykme6dhh5uzr9j8c40a4i	rd_np	8	45	35	0	0	25	female	bach	never	often	no	white	notatallEnjoyable	3	915
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	1	90	70	0	-20	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	2	0	1	0	1	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	3	100	90	0	-10	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	4	100	99	0	-1	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	5	5	5	1	0	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	6	0	1	0	1	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	7	5	10	0	5	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
h35kotire8bzdsharpiq3q5midhrzlybesulyh7esk6gioogvi	rd_np	8	45	35	0	1	35	female	grad	sometimes	often	no	white	moderatelyEnjoyable	4	1226
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	1	90	86	0	-4	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	2	0	96	0	96	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	3	100	98	0	-2	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	4	100	90	0	-10	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	5	5	25	0	20	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	6	0	10	0	10	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	7	5	15	0	10	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
hwal4s0iflcpa6mfwjc3di5p97rnvx5s3bewyv6dj0b2o6r	rc_np	8	45	50	0	10	18		bach	rarely	often	no	white	somewhatEnjoyable	3	903
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	1	90	95	0	5	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	2	0	0	1	0	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	3	100	100	1	0	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	4	100	100	1	0	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	5	5	95	0	90	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	6	0	0	1	0	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	7	5	95	0	90	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
0aj7ru0n29fcglancpghh93soryo45eqfz0cn32spbwg5h4cxr	rc_np	8	45	68	0	0	45	male		sometimes	sometimes	no	white	extremelyEnjoyable	1	2162
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	1	90	70	0	-20	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	2	0	0	1	0	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	3	100	100	1	0	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	4	100	100	1	0	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	5	5	20	0	15	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	6	0	5	0	5	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	7	5	10	0	5	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
6m2wef91l1slps0dmh453tyb99r4hm38njo6hxytshpahy3nmi	rd_np	8	45	35	0	5	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	2	2800
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	1	90	70	0	-20	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	2	0	0	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	3	100	100	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	4	100	100	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	5	5	5	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	6	0	0	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	7	5	5	1	0	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
ded6roi8yxuvuwsw38q90y66rpav40j98ilbu1zlucemefusor	rc_np	8	45	30	0	0	25	female	bach	never	often	no	white	notatallEnjoyable	2	776
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	1	90	65	0	-25	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	2	0	1	0	1	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	3	100	70	0	-30	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	4	100	68	0	-32	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	5	5	20	0	15	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	6	0	2	0	2	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	7	5	30	0	25	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
5uulggsj8w9wpfp0zowkkxzuxr5qjmboz1xyccnuif3391thuxr	rc_np	8	45	30	0	2	25	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	4	2640
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	1	90	50	0	-40	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	2	0	5	0	5	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	3	100	95	0	-5	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	4	100	98	0	-2	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	5	5	20	0	15	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	6	0	2	0	2	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	7	5	15	0	10	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
kkbsyty9my1ir4aovpshsemiwls975xoiu7w5freas3o3l3di	rc_np	8	45	25	0	2	25	female	grad	sometimes	often	no	white	somewhatEnjoyable	4	1335
0dsl92h08ugdx2lbl278a7nwmirqbbp99vdi7fx8fwnbut8olxr	rc_np	1	90	75	0	-15	25	female	other	rarely	often	no	white	moderatelyEnjoyable	4	3165
0dsl92h08ugdx2lbl278a7nwmirqbbp99vdi7fx8fwnbut8olxr	rc_np	2	0	60	0	60	25	female	other	rarely	often	no	white	moderatelyEnjoyable	4	3165
0dsl92h08ugdx2lbl278a7nwmirqbbp99vdi7fx8fwnbut8olxr	rc_np	3	100	100	1	0	25	female	other	rarely	often	no	white	moderatelyEnjoyable	4	3165
0dsl92h08ugdx2lbl278a7nwmirqbbp99vdi7fx8fwnbut8olxr	rc_np	4	100	99	0	-1	25	female	other	rarely	often	no	white	moderatelyEnjoyable	4	3165
